-106.463307153	38.6322480437	2.00003690584	271.661932106
-106.474101354	38.6199576221	3.99137876225	221.29158405
-106.492985223	38.6152259174	6.00379532423	255.933098397
-106.511502072	38.6105223839	7.9958242518	255.747520732
-106.52483672	38.5980102449	10.0101348921	226.822679011
-106.534684915	38.5843719637	11.9873308407	215.833028741
-106.550925297	38.5741678482	14.0088142365	237.858136519
-106.569509085	38.5700175749	15.9823831376	257.410851807
-106.590197086	38.570234448	17.9891554778	270.600611832
-106.610722645	38.5693241392	19.995600342	267.460595523
-106.629544026	38.5642907321	21.9879774187	255.027743715
-106.640866032	38.5507994235	23.9787897637	220.003623238
-106.652993798	38.5378060162	25.9892563055	223.026446625
-106.667141951	38.5260585071	28.0022926787	230.296437346
-106.682991	38.5184283595	29.9895040112	244.292617091
-106.698632054	38.5093916834	31.9847086064	239.982668845
-106.718893205	38.5067780506	34.0093029397	262.649593506
-106.739528657	38.5092487918	35.9775868143	276.827682891
-106.757671704	38.51733878	37.9856051324	294.032101625
-106.776580923	38.523083642	40.0043065381	286.899450769
-106.795079885	38.5260169238	41.9852469637	279.010073399
-106.815921728	38.5273195777	44.0180900873	273.576440384
-106.83487032	38.5307767007	45.9796818257	280.339745343
-106.851250204	38.5392938059	47.9887576648	297.47323531
-106.871545557	38.5443342916	49.9912282519	283.947590405
-106.892591227	38.5444685611	51.9784917888	270.36553701
-106.913332585	38.5400737441	53.9963268962	258.036728551
-106.926669781	38.5280802375	56.0141327792	228.036459093
-106.943500454	38.5197583169	58.00638138	243.689921907
-106.962942903	38.5240059781	60.0090753497	282.32397129
-106.984948681	38.5231849948	62.001833778	267.863421483
-107.004613774	38.5165933241	64.0065803517	251.469027583
-107.018617404	38.5042441577	66.0078230444	228.592390379
-107.032379172	38.4927683628	67.9947152026	230.175625274
-107.052107655	38.4915692983	70.001546354	266.521935933
-107.07461844	38.4892632018	71.9934293438	264.150792099
-107.097127817	38.4869530113	73.98531126	264.140116249
-107.111582668	38.4728432367	75.9965832766	225.692130885
-107.133103161	38.4689075518	78.0012700111	259.636229505
-107.153701175	38.4661899094	79.9876956774	262.483971432
-107.17211527	38.4685053257	82.0126837924	277.166844876
-107.192883362	38.4717426732	84.0013836482	278.860010422
-107.21551233	38.4702531518	86.0063838603	266.234015091
-107.237350451	38.47082405	88.0062501303	271.497501039
-107.258868384	38.4717050447	89.9871410796	272.344514308
-107.279684311	38.4752085312	91.9887947264	279.553796145
-107.302589703	38.4731083747	93.9998138669	264.76129465
-107.320776066	38.4643210879	96.0109322925	244.211095778
-107.338317861	38.4561594486	98.0098244123	245.048939093
-107.358872599	38.4579655139	99.9852432342	275.0214623
-107.379518095	38.4532120243	101.990099503	257.033989995
-107.400058237	38.4572901807	103.985747671	281.229788412
-107.420569912	38.4516878591	106.003192406	254.723490073
